[('Deletio;GEOMETRY
3884;POLYGON ((602874.2103808483 5779460.421471062, 602872.5407585609 5779450.363135739, 602859.51754502 5779450.934835659, 602862.120645051 5779463.024570916, 602850.8657205775 5779470.65683788, 602849.0442395731 5779495.605340577, 602862.2115920127 5779521.047180034, 602895.5739722989 5779571.161834886, 602901.7794188926 5779595.374199941, 602891.6678755397 5779629.052892528, 602883.6535091467 5779659.799594825, 602883.5345168823 5779693.80718035, 602889.8386228704 5779715.0217796685, 602901.4021252857 5779728.406782576, 602908.1337975264 5779736.631058004, 602945.3490548132 5779760.863759326, 602951.9162773377 5779774.08431653, 602946.1964172559 5779795.903497732, 602918.3410256209 5779852.0059409505, 602924.1972011935 5779917.220694848, 602973.5476199413 5779967.8616530625, 602980.8838555794 5779988.109898981, 602976.5250337282 5779998.970152688, 602973.1983583344 5780008.864040803, 602936.041074434 5780043.653186727, 602933.5820903723 5780057.576987499, 602933.3058067241 5780065.970736963, 602932.897959013 5780078.361509961, 603302.4211380637 5780054.112175153, 603600.1720216436 5780013.095453798, 603595.3815284213 5779979.326327239, 603639.3692393267 5779949.763623287, 603619.2070814301 5779924.091466957, 603603.3379689602 5779889.55755292, 603593.8590851898 5779843.229887447, 603569.1746741919 5779438.279831892, 603544.061668446 5779441.454640507, 603327.070912158 5779469.324637816, 603249.9965578483 5779470.789212586, 603141.0775648628 5779467.204311945, 603079.0249926168 5779468.1629644325, 603062.0047447032 5779468.603108095, 602920.3405942816 5779456.938083049, 602890.2971403521 5779457.949926736, 602874.2103808483 5779460.421471062))
3885;POLYGON ((602932.897959013 5780078.361509961, 602932.5624710039 5780088.553919979, 602936.1976934492 5780099.67729882, 602949.6406501163 5780147.135693466, 602972.5498980865 5780210.911101856, 602971.9907437897 5780227.89845387, 602994.6447182449 5780238.647518164, 603010.4025755266 5780246.168574963, 603029.0924189242 5780255.78681954, 603042.3912826405 5780277.231682068, 603047.8605537117 5780293.417131694, 603041.5203112866 5780425.253169432, 603040.9611449684 5780442.240524919, 603045.0614153929 5780530.405317184, 603044.7324907035 5780540.397879249, 603043.3634795176 5780612.377218259, 603039.444713466 5780640.25771318, 603032.186777593 5780648.0215127515, 603024.3492367774 5780703.782498942, 603014.7309637694 5780722.472327531, 602987.3563329811 5780733.575286522, 603021.507966575 5780759.707948293, 603019.4297132436 5780768.142417392, 603018.0496931087 5780773.598854043, 603007.7610928327 5780782.263226164, 602992.8380385624 5780779.771315082, 602971.590516498 5780787.074604157, 602975.2257140313 5780798.197992789, 602947.0412004804 5780864.29290919, 602955.849589953 5780900.595056311, 603016.5863938881 5780939.6069380725, 603011.1998043972 5781042.464524222, 603010.373773782 5781219.497314268, 603255.4752376241 5781188.552611639, 603264.3180399234 5781187.343199076, 603267.5321092482 5781186.948833438, 603276.6241051983 5781184.2471143585, 603575.8830679571 5781149.083114693, 603591.9369838011 5781147.610911364, 603610.9557799784 5781147.236649451, 603605.1122804425 5781112.032358583, 603626.894196661 5781027.72041812, 603643.7251350665 5780972.255375782, 603680.1330704823 5780656.345756753, 603696.3593986628 5780588.856691594, 603694.6773293549 5780548.787680358, 603641.8186590193 5780391.994896662, 603628.2974233496 5780316.524264015, 603626.084410914 5780201.412228265, 603611.0987078443 5780048.867169765, 603600.9620317494 5780022.524659616, 603601.0607042691 5780019.526885387, 603600.1720216436 5780013.095453798, 603302.4211380637 5780054.112175153, 602932.897959013 5780078.361509961))
3886;POLYGON ((602971.9907437897 5780227.89845387, 602963.3717575248 5780246.621185659, 602748.2028809581 5780249.542066782, 602714.9314347609 5780257.449943602, 602672.4693471659 5780271.05732484, 602641.0648520899 5780283.02800018, 602585.3822199994 5780303.202566295, 602560.0061521927 5780314.371330474, 602521.0931164088 5780372.110354343, 602490.8523468412 5780379.1176332235, 602469.3292364232 5780364.404450573, 602437.0445723179 5780342.334680475, 602310.480725812 5780358.175394547, 602221.9872389925 5780372.268225503, 602166.6789834101 5780411.461453281, 602123.0861434662 5780429.032909451, 602070.0270509089 5780430.287391225, 601999.5280849152 5780383.952042086, 601958.4600460352 5780385.6012335485, 601893.3770602203 5780387.460272085, 601880.3538863364 5780388.031930181, 601772.1386148398 5780393.472877686, 601680.0350700505 5780456.463226231, 601669.9426272091 5780456.131016269, 601658.051531613 5780455.739600594, 601655.9339475934 5780489.6812659, 601648.1826647548 5780512.433808783, 601639.662374997 5780528.158696809, 601603.7675838049 5780554.986508537, 601523.8853190608 5780611.376726488, 601512.6304147977 5780619.008917933, 601502.3747619427 5780626.67400144, 601483.894851588 5780641.070701125, 601466.4470854338 5780654.501040732, 601443.9043864326 5780670.764668044, 601450.6688941364 5780677.989674286, 601808.1362466244 5781184.022078277, 601828.5540937306 5780983.126708801, 602280.2226436449 5780788.124343488, 603019.4297132436 5780768.142417392, 603021.507966575 5780759.707948293, 602987.3563329811 5780733.575286522, 603014.7309637694 5780722.472327531, 603024.3492367774 5780703.782498942, 603032.186777593 5780648.0215127515, 603039.444713466 5780640.25771318, 603043.3634795176 5780612.377218259, 603044.7324907035 5780540.397879249, 603045.0614153929 5780530.405317184, 603040.9611449684 5780442.240524919, 603041.5203112866 5780425.253169432, 603047.8605537117 5780293.417131694, 603042.3912826405 5780277.231682068, 603029.0924189242 5780255.78681954, 603010.4025755266 5780246.168574963, 602994.6447182449 5780238.647518164, 602971.9907437897 5780227.89845387))
3887;POLYGON ((601808.1362466244 5781184.022078277, 601811.0057146089 5781188.0178449005, 601819.7029335732 5781197.307164435, 601831.3979090818 5781206.695168083, 601842.961306468 5781220.080181319, 602051.6535397643 5781505.043508934, 602097.1791463972 5781489.536506657, 602179.5455471582 5781479.243644214, 602315.538426315 5781389.688891646, 602325.8022162752 5781321.003542935, 602351.1783014957 5781309.834870619, 602473.7780922116 5781292.863713496, 602715.9800527792 5781258.822674179, 602799.3787622866 5781247.563368508, 602893.8679903607 5781233.668131965, 603010.373773782 5781219.497314268, 603011.1998043972 5781042.464524222, 603016.5863938881 5780939.6069380725, 602955.849589953 5780900.595056311, 602947.0412004804 5780864.29290919, 602975.2257140313 5780798.197992789, 602971.590516498 5780787.074604157, 602992.8380385624 5780779.771315082, 603007.7610928327 5780782.263226164, 603018.0496931087 5780773.598854043, 603019.4297132436 5780768.142417392, 602280.2226436449 5780788.124343488, 601828.5540937306 5780983.126708801, 601808.1362466244 5781184.022078277))
3888;POLYGON ((603264.3180399234 5781187.343199076, 603255.4752376241 5781188.552611639, 603010.373773782 5781219.497314268, 602893.8679903607 5781233.668131965, 602799.3787622866 5781247.563368508, 602715.9800527792 5781258.822674179, 602473.7780922116 5781292.863713496, 602478.0177804825 5781316.011036286, 602483.7954448758 5781353.213709855, 602485.5760876003 5781390.284804018, 602495.0341992059 5781467.622129236, 602510.4796821825 5781606.177140534, 602517.0057692117 5781681.41728142, 602496.6259282654 5781692.750409918, 602470.9866472031 5781711.913089467, 602382.6164660329 5781783.0288029695, 602388.5133002348 5781786.223943586, 602542.4684072871 5781880.322338245, 602597.2752703235 5781917.138470709, 602689.2642924337 5781979.186822152, 602708.8875223589 5781990.836569587, 602789.3131659012 5782039.499879385, 602879.8835335847 5782053.485350084, 602906.5344594698 5782064.3661361355, 602928.9251845467 5782083.109379422, 602979.3279698791 5782101.774501877, 603013.9400525603 5782113.917732592, 603021.3074041825 5782121.062620641, 603112.7779053845 5781764.35201407, 603100.2413816007 5781604.28515801, 603160.2448711887 5781601.7589728, 603247.7003435834 5781573.627515333, 603264.3180399234 5781187.343199076))
3889;POLYGON ((603613.5588194359 5781159.326429086, 603610.9557799784 5781147.236649451, 603591.9369838011 5781147.610911364, 603575.8830679571 5781149.083114693, 603276.6241051983 5781184.2471143585, 603267.5321092482 5781186.948833438, 603264.3180399234 5781187.343199076, 603247.7003435834 5781573.627515333, 603160.2448711887 5781601.7589728, 603100.2413816007 5781604.28515801, 603112.7779053845 5781764.35201407, 603021.3074041825 5782121.062620641, 603035.2657310267 5782134.626600418, 603060.3910472828 5782161.462598666, 603104.81063119 5782209.940939517, 603184.0849074391 5782293.578346658, 603188.8509021953 5782300.737633197, 603232.7318034235 5782335.193523551, 603328.7631551401 5782426.385073863, 603384.8448322163 5782485.250852985, 603396.8811059591 5782514.656995524, 603402.5805579682 5782523.847703803, 603714.8836575933 5782457.1035290165, 603745.0916968982 5782451.09568609, 603809.0319397951 5782423.190557142, 603805.6147825823 5782375.061656156, 603773.2521694582 5782081.896467033, 603773.6346077238 5782039.894715686, 603777.0929473671 5782026.00378996, 603817.0221188716 5781846.256501105, 603779.5600955926 5781707.976423508, 603796.4445844379 5781620.502221322, 603830.1519672399 5781538.583531655, 603832.8947006336 5781485.655717479, 603763.6002206618 5781372.3366457755, 603739.7700922049 5781336.540220003, 603665.2819182181 5781229.052291832, 603613.5588194359 5781159.326429086))
3890;POLYGON ((602478.0177804825 5781316.011036286, 602473.7780922116 5781292.863713496, 602351.1783014957 5781309.834870619, 602325.8022162752 5781321.003542935, 602315.538426315 5781389.688891646, 602179.5455471582 5781479.243644214, 602097.1791463972 5781489.536506657, 602051.6535397643 5781505.043508934, 602159.7334549694 5781655.6509276135, 602227.0289605316 5781768.903675697, 602306.0646561815 5781920.555770319, 602322.1760933059 5781978.1053755125, 602339.2538769225 5782036.687137754, 602348.1936995942 5782068.992231306, 602386.7533334441 5782204.306840959, 602409.6538313574 5782329.102572502, 602421.3361637134 5782551.562020957, 602460.2083737582 5782555.84284356, 602598.8415312232 5782568.409842802, 602636.5500134486 5782577.65404429, 602687.4255880511 5782612.340206089, 602773.5053888677 5782641.183070591, 603225.2966877215 5782561.025514063, 603402.5805579682 5782523.847703803, 603396.8811059591 5782514.656995524, 603384.8448322163 5782485.250852985, 603328.7631551401 5782426.385073863, 603232.7318034235 5782335.193523551, 603188.8509021953 5782300.737633197, 603184.0849074391 5782293.578346658, 603104.81063119 5782209.940939517, 603060.3910472828 5782161.462598666, 603035.2657310267 5782134.626600418, 603021.3074041825 5782121.062620641, 603013.9400525603 5782113.917732592, 602979.3279698791 5782101.774501877, 602928.9251845467 5782083.109379422, 602906.5344594698 5782064.3661361355, 602879.8835335847 5782053.485350084, 602789.3131659012 5782039.499879385, 602708.8875223589 5781990.836569587, 602689.2642924337 5781979.186822152, 602597.2752703235 5781917.138470709, 602542.4684072871 5781880.322338245, 602388.5133002348 5781786.223943586, 602382.6164660329 5781783.0288029695, 602470.9866472031 5781711.913089467, 602496.6259282654 5781692.750409918, 602517.0057692117 5781681.41728142, 602510.4796821825 5781606.177140534, 602495.0341992059 5781467.622129236, 602485.5760876003 5781390.284804018, 602483.7954448758 5781353.213709855, 602478.0177804825 5781316.011036286))
3891;POLYGON ((601560.1405496272 5778701.432086601, 601732.5569776597 5778617.576554021, 602050.8807626864 5778458.996133655, 602058.0070773108 5778455.229320247, 602060.6544639954 5778453.815943034, 602065.1333920528 5778451.462506662, 602541.6303773766 5778198.053455398, 602547.7245604867 5778195.252999814, 602569.1035292423 5778183.9525220925, 602179.8441901167 5777975.076473321, 601948.7026676686 5777855.432409935, 601913.4201218988 5777833.264291643, 601776.7802218321 5777729.734617621, 601680.0574250345 5777659.5292970175, 601656.8974511228 5777633.758807608, 601648.1471283174 5777656.478537941, 601631.9014242241 5777754.976991373, 601621.4740374597 5777828.658558101, 601622.6504518908 5777853.705620042, 601616.4715325298 5777853.002115787, 601579.0248787389 5778249.202440142, 601566.722351865 5778543.996083472, 601560.1405496272 5778701.432086601))
3892;POLYGON ((601566.722351865 5778543.996083472, 601579.0248787389 5778249.202440142, 601616.4715325298 5777853.002115787, 601609.6930622298 5777852.278881398, 601583.7454009374 5777850.424656113, 601539.7655845804 5777818.967348796, 601496.8836729531 5777784.545179655, 601482.1579690985 5777776.057918318, 601483.3545204814 5777770.095293593, 601480.488299687 5777765.999638262, 601473.5264235969 5777764.770203753, 601462.8963753291 5777753.416723282, 601394.8888990962 5777692.159082213, 601385.0936867896 5777685.834745345, 601232.2029039647 5777589.773193457, 601227.6140121846 5777607.628172046, 601178.1830229934 5777681.026458942, 601081.5295605018 5777851.903613791, 601061.8331103914 5777903.272708209, 601036.6269905742 5778000.475755223, 601027.5478162741 5778033.187927953, 600973.6571533222 5778272.494429603, 600947.4972503394 5778398.675657248, 600943.8215951049 5778449.571613729, 600939.9505951358 5778463.84899634, 601129.4539353063 5778499.095238246, 601374.5913739786 5778533.8716959385, 601566.722351865 5778543.996083472))
3893;POLYGON ((601345.0068421541 5778903.9216228565, 601357.7871395196 5778880.334246347, 601380.8230396511 5778849.081728921, 601410.2161983339 5778807.034765828, 601499.6833189563 5778732.953556807, 601537.3462360905 5778713.186075376, 601549.5674586971 5778706.585951688, 601560.1405496272 5778701.432086601, 601566.722351865 5778543.996083472, 601374.5913739786 5778533.8716959385, 601129.4539353063 5778499.095238246, 600939.9505951358 5778463.84899634, 600938.134751213 5778470.391426358, 600937.6659917062 5778472.476696135, 600878.9844253783 5778717.527348418, 600808.7029980161 5779029.318382546, 600798.2627092815 5779072.989353646, 600758.2774467962 5779193.713769243, 600730.1263686379 5779258.809104684, 600703.0277035248 5779291.928470005, 600690.8722780772 5779296.530054829, 600651.7826294928 5779329.254752719, 600625.1444012887 5779348.384625258, 600596.4747889915 5779368.447965946, 600745.3977162951 5779615.429672119, 600797.0549008689 5779687.15312087, 600887.1894503589 5779775.148032321, 600967.3189573947 5779832.803719096, 601015.3941571198 5779861.395069535, 601053.8715454374 5779877.666529673, 601071.5949212054 5779886.252550933, 601079.1816928106 5779868.496284481, 601097.110202442 5779810.0667805495, 601179.2925387578 5779440.6480025565, 601219.2856336776 5779258.903403607, 601267.5686184842 5779068.428603695, 601324.7384815569 5778942.267549092, 601345.0068421541 5778903.9216228565))
3894;POLYGON ((602090.6315448136 5777159.868253122, 601889.8895576737 5777484.373442486, 601877.8455389603 5777515.987820576, 601875.0249694847 5777540.903371445, 601872.2500513317 5777594.830130685, 601869.3308268911 5777622.743438293, 601855.2882894706 5777654.29204307, 601819.9453738837 5777725.153081382, 601825.8422390814 5777728.348137995, 601820.5500276736 5777737.1769939335, 601785.2346052113 5777716.0081507275, 601776.7802218321 5777729.734617621, 601913.4201218988 5777833.264291643, 601948.7026676686 5777855.432409935, 602179.8441901167 5777975.076473321, 602569.1035292423 5778183.9525220925, 602593.5460333178 5778170.752187062, 602608.8308202247 5778162.252162837, 602681.1262033125 5778123.617511629, 603302.7865959799 5777805.961061324, 603310.9450722301 5777801.227843319, 603349.6074067713 5777781.493012283, 603363.8600791995 5777773.959321296, 603546.9819315462 5777680.951797995, 603481.8402148408 5777623.789443022, 603460.4484350237 5777605.079377015, 603445.8870456414 5777591.595782412, 603206.6791141285 5777382.6559495125, 602528.775614184 5776795.158174819, 602501.6770607738 5776828.27794982, 602491.2899495094 5776839.94020284, 602476.642776232 5776859.464970567, 602367.7512588977 5776763.850970809, 602341.8364083254 5776760.997579765, 602325.3551395293 5776775.460310503, 602243.1717612348 5776901.799410888, 602238.9445818034 5776908.662665703, 602233.2907004588 5776928.483339652, 602098.0208948621 5777148.107382176, 602090.6315448136 5777159.868253122))
