ID;DEPARTURE;ORIGIN;DESTINATION;SERVICE
43971;07:16:38;625506.3564786583 5800324.4571683705;628071.2634207857 5802075.592917469;PersonalVehicle
25657;07:16:39;628687.8724804284 5808703.831295566;630016.2226552009 5806686.630689416;PersonalVehicle
14619;07:16:39;625810.314955123 5801943.082615187;630934.8564850392 5799856.190352573;PersonalVehicle
26619;07:16:39;633168.168390509 5806754.862229786;633095.9508737557 5806587.432533813;PersonalVehicle
26268;07:16:39;632705.7047407026 5806627.525355525;630161.0003219186 5805940.636632006;PersonalVehicle
14032;07:16:40;628623.8437991078 5801570.4309671;630377.2935286161 5799276.878224155;PersonalVehicle
44811;07:16:40;625506.3564786583 5800324.4571683705;629855.7929470009 5800722.842230969;PersonalVehicle
34106;07:16:41;627031.6904149806 5804849.158820637;626809.7405874521 5803038.192373227;PersonalVehicle
12895;07:16:41;625506.3564786583 5800324.4571683705;625842.6362438567 5806060.323055961;PersonalVehicle
9685;07:16:42;625506.3564786583 5800324.4571683705;625739.4350873419 5803878.816921288;PersonalVehicle
33932;07:16:42;630377.2935286161 5799276.878224155;628726.4156892035 5801151.5548479315;PersonalVehicle
35909;07:16:42;627498.1724596496 5810012.366902584;630016.2226552009 5806686.630689416;PersonalVehicle
16220;07:16:42;627347.964530803 5801219.489375066;628699.6089741918 5802477.903337606;PersonalVehicle
28062;07:16:42;631155.2139582282 5805448.282101554;631179.1003612746 5804535.5735330805;PersonalVehicle
27653;07:16:43;630294.3976683418 5808103.827094978;625495.2665135056 5806727.877555828;PersonalVehicle
5526;07:16:43;625929.4534744036 5803850.958518889;625506.3564786583 5800324.4571683705;PersonalVehicle
160;07:16:43;628253.4289000417 5803969.408852267;625506.3564786583 5800324.4571683705;PersonalVehicle
23605;07:16:43;631820.281679232 5802196.88278167;631520.2020985855 5804006.384095511;PersonalVehicle
39617;07:16:44;627498.1724596496 5810012.366902584;628796.318909859 5807659.528016352;PersonalVehicle
1228;07:16:44;630254.1626009124 5803903.885152561;634266.520278123 5803737.794336154;PersonalVehicle
20810;07:16:44;632498.9099310352 5803275.503741492;633305.7340250836 5806683.829493437;PersonalVehicle
38773;07:16:44;627498.1724596496 5810012.366902584;628796.318909859 5807659.528016352;PersonalVehicle
17016;07:16:44;629482.0626500904 5801055.161106571;630311.6526074877 5801154.261038382;PersonalVehicle
5080;07:16:44;626882.6771506708 5804227.954990493;625495.2665135056 5806727.877555828;PersonalVehicle
20207;07:16:45;631163.2233929939 5803406.994531473;633672.1088953787 5801895.047217489;PersonalVehicle
14899;07:16:45;626332.0789235628 5801970.510779233;625495.2665135056 5806727.877555828;PersonalVehicle
19905;07:16:46;630227.911280308 5802468.003522327;632332.1000557275 5801696.052583064;PersonalVehicle
14979;07:16:46;626873.8038438687 5801809.347456644;625965.6093359436 5801026.913977332;PersonalVehicle
39158;07:16:46;625495.2665135056 5806727.877555828;627336.9026070029 5808803.68737409;PersonalVehicle
26018;07:16:46;628538.9911835805 5809120.055673361;630377.2935286161 5799276.878224155;PersonalVehicle
39736;07:16:46;625495.2665135056 5806727.877555828;630016.2226552009 5806686.630689416;PersonalVehicle
37317;07:16:47;631913.9173730104 5808124.069404383;625646.8030724141 5806901.830403392;PersonalVehicle
1264;07:16:47;630658.2613974554 5803703.456894963;630870.6027067486 5807786.48371274;PersonalVehicle
26900;07:16:48;632022.869515715 5807755.9555276325;632640.1471973511 5807555.918308266;PersonalVehicle
23259;07:16:49;630596.7875179616 5801678.626047897;631127.2365734233 5801323.043143567;PersonalVehicle
16026;07:16:49;626800.9140808309 5800813.730802418;630377.2935286161 5799276.878224155;PersonalVehicle
19373;07:16:49;630000.0372188037 5802128.270389555;630946.2986586298 5802873.6561301155;PersonalVehicle
20438;07:16:49;630591.5358393822 5802056.434949649;632357.7464165204 5800288.209577048;PersonalVehicle
21358;07:16:49;632257.9649780403 5804303.927195729;631460.4509348224 5807541.794748754;PersonalVehicle
5414;07:16:49;626234.4021067218 5804083.073637971;625506.3564786583 5800324.4571683705;PersonalVehicle
24633;07:16:49;630345.6234409589 5800292.116448988;625506.3564786583 5800324.4571683705;PersonalVehicle
47508;07:16:49;632357.7464165204 5800288.209577048;625646.8030724141 5806901.830403392;PersonalVehicle
22044;07:16:49;634152.0956725478 5804366.162641562;631774.1833202275 5803097.981430915;PersonalVehicle
44618;07:16:50;625506.3564786583 5800324.4571683705;628796.318909859 5807659.528016352;PersonalVehicle
39798;07:16:50;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
2044;07:16:50;625495.2665135056 5806727.877555828;627949.2900140302 5802323.092775815;PersonalVehicle
33734;07:16:50;628433.1974016726 5802960.115552688;630965.684483718 5801683.091775081;PersonalVehicle
26708;07:16:51;633078.3409750839 5806541.770414937;631164.265517905 5808609.96390633;PersonalVehicle
25666;07:16:51;628718.5919010645 5808465.676689284;631913.9173730104 5808124.069404383;PersonalVehicle
14257;07:16:51;629962.4510922984 5801674.156975213;630311.6526074877 5801154.261038382;PersonalVehicle
44803;07:16:51;625506.3564786583 5800324.4571683705;629030.2433407984 5801376.085142421;PersonalVehicle
34144;07:16:51;627086.9598459847 5805157.932417256;626396.4956039047 5803751.121610351;PersonalVehicle
20892;07:16:52;632227.4753286614 5802837.080804312;632357.7464165204 5800288.209577048;PersonalVehicle
15293;07:16:53;627763.1263426995 5802650.91061924;630608.9813944326 5802305.382189487;PersonalVehicle
3611;07:16:53;627145.7136368288 5803782.527250429;625506.3564786583 5800324.4571683705;PersonalVehicle
19267;07:16:53;630106.1591662782 5801838.9996737335;630377.2935286161 5799276.878224155;PersonalVehicle
16966;07:16:53;629330.0359357572 5801162.453139183;632357.7464165204 5800288.209577048;PersonalVehicle
28025;07:16:53;628489.0607093774 5807870.786829703;629668.711972529 5806203.978466947;PersonalVehicle
28013;07:16:53;628362.0061584447 5807607.590461754;631179.1003612746 5804535.5735330805;PersonalVehicle
25618;07:16:54;629114.9079109658 5808304.901935783;629172.4903887336 5808288.741380948;PersonalVehicle
20614;07:16:54;631747.7408214718 5803248.143444335;631520.2020985855 5804006.384095511;PersonalVehicle
18738;07:16:54;625506.3564786583 5800324.4571683705;630311.6526074877 5801154.261038382;PersonalVehicle
26049;07:16:54;628356.9232165347 5809996.273404485;625646.8030724141 5806901.830403392;PersonalVehicle
4474;07:16:55;625618.9049723634 5805409.737067845;632194.1676987138 5806958.310714104;PersonalVehicle
3822;07:16:55;627842.4527083382 5803119.538793227;630033.9892020524 5802532.048065576;PersonalVehicle
44017;07:16:55;625506.3564786583 5800324.4571683705;630311.6526074877 5801154.261038382;PersonalVehicle
26314;07:16:56;632401.4904459688 5806538.1880309945;634266.520278123 5803737.794336154;PersonalVehicle
47532;07:16:56;632357.7464165204 5800288.209577048;630661.8394774082 5801017.504778628;PersonalVehicle
21006;07:16:56;632415.436673785 5803724.435359192;632357.7464165204 5800288.209577048;PersonalVehicle
43064;07:16:56;625506.3564786583 5800324.4571683705;625646.8030724141 5806901.830403392;PersonalVehicle
370;07:16:57;629881.8892802516 5803968.155386226;629965.3964437387 5804616.69259505;PersonalVehicle
440;07:16:57;629767.0314292021 5803728.434147743;632357.7464165204 5800288.209577048;PersonalVehicle
5306;07:16:57;626534.5481206257 5804197.979079318;625506.3564786583 5800324.4571683705;PersonalVehicle
3204;07:16:57;627266.0982164906 5804582.869665579;627756.2876799353 5803961.1014985535;PersonalVehicle
14555;07:16:58;625742.3326541403 5802064.591253758;625506.3564786583 5800324.4571683705;PersonalVehicle
8404;07:16:58;625495.2665135056 5806727.877555828;626386.30154731 5801954.367280924;PersonalVehicle
27169;07:16:59;630699.1718840946 5808681.228675358;625506.3564786583 5800324.4571683705;PersonalVehicle
1054;07:16:59;630063.4559892511 5803778.249915207;628920.545834451 5804297.621372989;PersonalVehicle
708;07:16:59;628151.5334922767 5804616.173174458;628940.9515956751 5805026.064093312;PersonalVehicle
2504;07:16:59;627995.0682961821 5806286.175361252;625646.8030724141 5806901.830403392;PersonalVehicle
14482;07:16:59;626084.5169750161 5801859.39858849;630311.6526074877 5801154.261038382;PersonalVehicle
43920;07:17:01;625506.3564786583 5800324.4571683705;629018.1929300064 5801894.481615393;PersonalVehicle
50168;07:17:01;632357.7464165204 5800288.209577048;630504.720472179 5802629.75198882;PersonalVehicle
28986;07:17:02;632357.7464165204 5800288.209577048;631398.6312341641 5800408.202974238;PersonalVehicle
37880;07:17:02;631913.9173730104 5808124.069404383;631578.2996255945 5804846.908574782;PersonalVehicle
8601;07:17:02;625495.2665135056 5806727.877555828;627328.9790142471 5807827.774610744;PersonalVehicle
20933;07:17:03;633060.7217128499 5804215.7124857;630588.493228089 5803809.636311952;PersonalVehicle
3054;07:17:03;627268.1557448088 5805070.5079573095;625965.6093359436 5801026.913977332;PersonalVehicle
37735;07:17:03;634266.520278123 5803737.794336154;625826.8258250288 5806418.778790863;PersonalVehicle
21000;07:17:03;632225.094810475 5803942.897355433;633672.1088953787 5801895.047217489;PersonalVehicle
34004;07:17:04;630377.2935286161 5799276.878224155;631100.9692277893 5800707.88708166;PersonalVehicle
23972;07:17:04;632957.3159893751 5801816.821001581;632617.6726222049 5801968.7124443;PersonalVehicle
43958;07:17:05;625506.3564786583 5800324.4571683705;626951.1710040068 5801743.57861758;PersonalVehicle
23254;07:17:05;630533.4967931719 5801643.250983969;630965.684483718 5801683.091775081;PersonalVehicle
26384;07:17:05;633338.8878216317 5806086.706804112;630048.5437418484 5809108.715137885;PersonalVehicle
36359;07:17:05;631913.9173730104 5808124.069404383;631952.8769783764 5807152.082884503;PersonalVehicle
15569;07:17:05;627636.3395358638 5801941.134979041;628699.6089741918 5802477.903337606;PersonalVehicle
11398;07:17:06;625648.995895263 5802940.578408921;625495.2665135056 5806727.877555828;PersonalVehicle
21296;07:17:06;632620.6561836066 5804111.160746175;632357.7464165204 5800288.209577048;PersonalVehicle
5007;07:17:06;625495.2665135056 5806727.877555828;626280.5639055412 5806432.034995498;PersonalVehicle
16822;07:17:06;628850.6747412618 5801361.696476224;625506.3564786583 5800324.4571683705;PersonalVehicle
7962;07:17:07;625495.2665135056 5806727.877555828;625739.4350873419 5803878.816921288;PersonalVehicle
36742;07:17:07;631913.9173730104 5808124.069404383;629241.4641612115 5800250.761040741;PersonalVehicle
21010;07:17:07;632309.5622588643 5803943.796315541;625506.3564786583 5800324.4571683705;PersonalVehicle
4783;07:17:07;625733.9491198785 5804254.062199417;625495.2665135056 5806727.877555828;PersonalVehicle
37672;07:17:07;631913.9173730104 5808124.069404383;627328.9790142471 5807827.774610744;PersonalVehicle
47885;07:17:07;625506.3564786583 5800324.4571683705;633043.1750259753 5803962.053344262;PersonalVehicle
39266;07:17:08;625495.2665135056 5806727.877555828;628025.0861307916 5807066.513094128;PersonalVehicle
24478;07:17:08;630665.446700612 5800728.293436604;630377.2935286161 5799276.878224155;PersonalVehicle
27160;07:17:08;630795.7645503844 5808575.189602853;625495.2665135056 5806727.877555828;PersonalVehicle
20373;07:17:09;630883.2033760477 5802180.181590361;631295.8664210669 5800797.689494688;PersonalVehicle
37058;07:17:09;631913.9173730104 5808124.069404383;627411.1971072122 5806820.351844081;PersonalVehicle
21290;07:17:09;632905.0142916524 5804281.620961817;625506.3564786583 5800324.4571683705;PersonalVehicle
18076;07:17:09;629749.6863021567 5800632.524110136;630311.6526074877 5801154.261038382;PersonalVehicle
23982;07:17:09;632809.2353569808 5800963.174047129;630588.493228089 5803809.636311952;PersonalVehicle
25950;07:17:09;628287.7036210743 5808976.952778558;627950.5318248755 5809061.729939709;PersonalVehicle
21018;07:17:09;632079.9987875909 5803667.403416901;625506.3564786583 5800324.4571683705;PersonalVehicle
33177;07:17:09;629876.7464142973 5803842.4024956515;630213.5861772824 5802668.390269957;PersonalVehicle
14254;07:17:10;630100.6908672082 5801758.27585504;627859.0049723604 5801588.565460846;PersonalVehicle
245;07:17:10;628951.1331564422 5803237.077276528;629905.1765808209 5802854.554199455;PersonalVehicle
813;07:17:10;627961.1970234116 5803750.701481573;625506.3564786583 5800324.4571683705;PersonalVehicle
594;07:17:10;628136.2411196744 5805202.724697803;628095.2727723011 5803878.342787795;PersonalVehicle
34016;07:17:10;630377.2935286161 5799276.878224155;628726.4156892035 5801151.5548479315;PersonalVehicle
37035;07:17:10;627498.1724596496 5810012.366902584;629668.711972529 5806203.978466947;PersonalVehicle
23293;07:17:11;630808.159338722 5801632.902341471;632357.7464165204 5800288.209577048;PersonalVehicle
38542;07:17:12;625495.2665135056 5806727.877555828;625646.8030724141 5806901.830403392;PersonalVehicle
4457;07:17:12;625808.9530311112 5805252.65316214;625495.2665135056 5806727.877555828;PersonalVehicle
38322;07:17:13;634266.520278123 5803737.794336154;628578.9402645028 5807960.518716605;PersonalVehicle
19608;07:17:13;630175.2323689485 5802764.805066939;628740.0787133342 5802892.219252994;PersonalVehicle
25575;07:17:13;629373.2828599197 5808021.703662918;625506.3564786583 5800324.4571683705;PersonalVehicle
2656;07:17:14;627885.9381126883 5805828.63069963;625495.2665135056 5806727.877555828;PersonalVehicle
18731;07:17:14;625506.3564786583 5800324.4571683705;629441.1837718184 5800468.355883743;PersonalVehicle
16617;07:17:14;627960.6492608829 5801111.58535578;629035.6005312671 5801134.498969448;PersonalVehicle
20520;07:17:14;632027.8065429089 5802878.280847785;633541.7251937469 5804042.350094806;PersonalVehicle
16342;07:17:15;627510.1049071464 5801288.115819656;629441.1837718184 5800468.355883743;PersonalVehicle
26538;07:17:15;633327.5907031841 5806861.112695788;625495.2665135056 5806727.877555828;PersonalVehicle
4578;07:17:15;626689.4024461296 5804923.278526806;625495.2665135056 5806727.877555828;PersonalVehicle
20192;07:17:15;631198.4937734912 5803321.828928597;634266.520278123 5803737.794336154;PersonalVehicle
22045;07:17:15;633996.149508363 5804450.844754969;631552.3702811857 5803354.946950363;PersonalVehicle
25516;07:17:15;629307.8180554606 5807777.984343398;625495.2665135056 5806727.877555828;PersonalVehicle
12338;07:17:16;625506.3564786583 5800324.4571683705;628632.4658317144 5806006.153431137;PersonalVehicle
24244;07:17:17;631242.5324847117 5800474.843671545;631612.7799104094 5802966.797395481;PersonalVehicle
15628;07:17:17;628169.9183878987 5802029.7201796835;627292.5714677223 5801922.944124753;PersonalVehicle
43319;07:17:18;625495.2665135056 5806727.877555828;625789.3343575794 5800457.240423721;PersonalVehicle
41178;07:17:18;625495.2665135056 5806727.877555828;628578.9402645028 5807960.518716605;PersonalVehicle
2655;07:17:18;627875.445738324 5806047.7303821575;625495.2665135056 5806727.877555828;PersonalVehicle
13616;07:17:18;629115.1557093621 5802347.364293667;628806.2135138725 5800808.219494563;PersonalVehicle
20007;07:17:18;630684.6929217103 5802581.546130718;630213.5861772824 5802668.390269957;PersonalVehicle
19412;07:17:19;630030.9322882206 5802326.672263526;630946.2986586298 5802873.6561301155;PersonalVehicle
3880;07:17:19;627660.7321402673 5803240.939455551;633672.1088953787 5801895.047217489;PersonalVehicle
1458;07:17:20;630957.1754531469 5804231.538354049;631127.9426816598 5804270.651382882;PersonalVehicle
994;07:17:20;630179.3663885503 5803110.972576392;629965.3964437387 5804616.69259505;PersonalVehicle
2749;07:17:20;627262.3651234204 5806319.543350178;628308.7672744119 5802844.24148766;PersonalVehicle
33897;07:17:20;630377.2935286161 5799276.878224155;629711.18198316 5802342.276232958;PersonalVehicle
3593;07:17:21;626879.146941485 5803546.812243507;625495.2665135056 5806727.877555828;PersonalVehicle
38035;07:17:21;631913.9173730104 5808124.069404383;629538.2357638004 5803647.424643828;PersonalVehicle
39081;07:17:21;625495.2665135056 5806727.877555828;625646.8030724141 5806901.830403392;PersonalVehicle
19577;07:17:21;630075.3603850469 5802559.478297557;629453.0856739312 5803093.953321593;PersonalVehicle
17397;07:17:21;629508.6445058248 5800465.907781903;632357.7464165204 5800288.209577048;PersonalVehicle
39318;07:17:21;625495.2665135056 5806727.877555828;630934.8564850392 5799856.190352573;PersonalVehicle
